user_id,user_age,Sexo,codigo_sexo,nombre_cancion,Codigo_cancion,Pregunta_general,Grado_general
3351446,24,Chico,0,Corazón,10003,,
3351446,24,Chico,0,Perro Fiel,10001,Si,5
46497939,30,Chico,0,Criminal,10002,,
512849038,54,Chico,0,Perro Fiel,10001,,
513594025,51,Chica,1,Saturno,20013,Si,4
513594025,51,Chica,1,Despacito,10007,Si,9
513594025,51,Chica,1,Perro Fiel,10001,,
513594025,51,Chica,1,Deja Que Te Bese,30000,,
513594025,51,Chica,1,El Patio,20011,Si,8
545227712,15,Chica,1,Espectacular,30001,No,0
545227712,15,Chica,1,Mayores,10005,Si,6
545227712,15,Chica,1,Míranos,30003,No,0
545227712,15,Chica,1,No Vaya A Ser,20012,No,0
545227712,15,Chica,1,Wolves,20003,No,0
545227712,15,Chica,1,Criminal,10002,No,0
12948877,46,Chico,0,Corazón,10003,Si,8
463659093,34,Chico,0,Mi Gente (feat. Beyoncé),10004,,
243084571,27,Chico,0,24K Magic,20014,Si,8
262901890,21,Chico,0,Déjate Llevar,10006,,
459450208,21,Chico,0,Perro Fiel,10001,No,0
542785353,36,Chica,1,Cómo Te Atreves,20019,,
542785353,36,Chica,1,Échame La Culpa,10000,,
487216933,24,Chico,0,Espectacular,30001,No,0
393042666,13,Chico,0,Mi Gente (feat. Beyoncé),10004,Si,10
4063874,37,Chica,1,Mi Gente (feat. Beyoncé),10004,No,0
444592711,41,Chico,0,Despacito,10007,Si,6
396749095,19,Chico,0,Wolves,20003,No,0
396749095,19,Chico,0,Deja Que Te Bese,30000,No,0
14689619,20,Chica,1,Déjate Llevar,10006,,
92458213,21,Chica,1,Perfect Strangers,20018,Si,8
334876528,20,Chico,0,Cómo Te Atreves,20019,,
313183839,69,Chica,1,Déjate Llevar,10006,No,0
313183839,69,Chica,1,Deja Que Te Bese,30000,No,0
185770845,29,Chico,0,Anywhere,20008,,
254023054,28,Chica,1,Deja Que Te Bese,30000,No,0
254023054,28,Chica,1,Mi Gente (feat. Beyoncé),10004,,
403964934,23,Chico,0,Corazón,10003,,
492502579,42,Chica,1,Guerrera,20009,,
192224003,26,Chico,0,Mi Gente (feat. Beyoncé),10004,Si,7
40644961,40,Chica,1,"Yo Contigo, Tú Conmigo (The Gong Gong Song)",30002,Si,9
231608506,26,Chico,0,Guerrera,20010,Si,9
231608506,26,Chico,0,Sólo si es contigo,30004,,
547780463,29,Chico,0,Criminal,10002,,
488977664,38,Chica,1,Súbeme La Radio,10008,,
469227357,34,Chico,0,Tip Toe,20007,,
469227357,34,Chico,0,Perro Fiel,10001,,
432830092,24,Chica,1,Míranos,30003,,
487930262,30,Chica,1,Despacito,10007,Si,9
565014673,16,Chico,0,Míranos,30003,Si,6
565014673,16,Chico,0,Despacito,10007,Si,8
457933106,21,Chica,1,New Rules,20005,No,0
457933106,21,Chica,1,"Yo Contigo, Tú Conmigo (The Gong Gong Song)",30002,No,0
457933106,21,Chica,1,Déjate Llevar,10006,No,0
457933106,21,Chica,1,Súbeme La Radio,10008,No,0
457933106,21,Chica,1,Don't Wanna Know,20016,No,0
281318875,26,Chico,0,Corazón,10003,No,0
430896023,27,Chica,1,Guerrera,20009,Si,8
15634977,31,Chica,1,Perro Fiel,10001,,
15634977,31,Chica,1,Mi Gente (feat. Beyoncé),10004,Si,8
8123457,26,Chica,1,Criminal,10002,Si,8
223367389,52,Chica,1,Guerrera,20009,Si,10
79831742,35,Chica,1,Mi Gente (feat. Beyoncé),10004,Si,5
142784329,31,Chica,1,Míranos,30003,No,0
142784329,31,Chica,1,"Yo Contigo, Tú Conmigo (The Gong Gong Song)",30002,No,0
5440753,45,Chico,0,Saturno,20013,Si,5
401907766,30,Chica,1,Perro Fiel,10001,Si,7
5146610,26,Chico,0,Perro Fiel,10001,Si,8
312228537,22,Chico,0,Súbeme La Radio,10008,,
506414911,28,Chica,1,Míranos,30003,Si,6
48614188,47,Chico,0,Súbeme La Radio,10008,,
263071680,30,Chica,1,Cómo Te Atreves,20019,No,0
286966904,18,Chico,0,Súbeme La Radio,10008,Si,10
286966904,18,Chico,0,Tip Toe,20007,No,0
286966904,18,Chico,0,Don't Wanna Know,20016,No,0
499654551,18,Chica,1,Perro Fiel,10001,Si,8
499654551,18,Chica,1,Criminal,10002,,
528915415,45,Chica,1,Déjate Llevar,10006,,
528915415,45,Chica,1,Criminal,10002,Si,8
522802705,48,Chica,1,Perfect Strangers,20018,Si,9
522802705,48,Chica,1,Criminal,10002,Si,10
522802705,48,Chica,1,Déjate Llevar,10006,,
97715494,30,Chica,1,Saturno,20013,No,0
97715494,30,Chica,1,Sólo si es contigo,30004,Si,7
